gene	EM-seq_Preleukemia_Control_rep1	EM-seq_Preleukemia_Control_rep2	EM-seq_Preleukemia_Control_rep3	EM-seq_Preleukemia_Tet2_rep1	EM-seq_Preleukemia_Tet2_rep2	EM-seq_Preleukemia_Tet2_rep3	EM-seq_Preleukemia_Rx1_rep1	EM-seq_Preleukemia_Rx1_rep2	EM-seq_Preleukemia_Rx1_rep3	EM-seq_Preleukemia_Rx1Tet2_rep1	EM-seq_Preleukemia_Rx1Tet2_rep2	EM-seq_Preleukemia_Rx1Tet2_rep3	cluster
chr3.102205806	38.89	47.06	25.0	52.94	52.17	48.0	66.67	82.35	83.33	43.75	57.14	75.0	2
chr4.125759818	37.5	40.0	40.0	54.55	43.75	68.75	63.64	64.71	61.11	43.75	60.0	38.46	2
chr3.124595389	0.0	0.0	0.0	0.0	0.0	0.0	88.89	97.06	92.31	4.55	0.0	0.0	2
chr19.58539512	-1.0	70.0	70.0	100.0	100.0	-1.0	83.33	93.33	83.33	-1.0	100.0	93.75	2
chr6.135218417	63.64	-1.0	64.29	69.23	73.33	52.94	80.0	100.0	72.73	-1.0	83.33	84.62	2
chr3.127390301	0.0	0.0	0.0	0.0	0.0	0.0	100.0	96.15	100.0	0.0	0.0	3.57	2
chr15.11487523	73.33	-1.0	72.73	70.0	83.33	-1.0	95.0	92.86	91.67	93.33	63.64	-1.0	2
chr3.111148118	0.0	0.0	0.0	0.0	0.0	0.0	71.43	73.81	69.44	0.0	0.0	0.0	2
chr3.117051099	9.09	3.57	7.89	2.56	7.89	3.12	94.44	92.86	73.68	5.77	18.0	10.53	2
chr3.49358894	71.43	69.23	73.81	65.62	80.85	59.52	100.0	94.87	93.94	67.57	57.45	69.05	2
chr3.126428593	0.0	0.0	0.0	0.0	-1.0	0.0	100.0	90.91	89.47	0.0	0.0	0.0	2
chr3.130700785	-1.0	0.0	0.0	-1.0	0.0	0.0	94.74	91.3	88.89	-1.0	0.0	0.0	2
chr6.7302830	-1.0	72.73	69.23	27.27	35.71	35.71	58.33	60.0	59.09	53.33	76.19	-1.0	2
chr6.85966921	38.89	27.78	35.71	50.0	62.5	58.82	56.25	66.67	54.55	-1.0	50.0	76.47	2
chr18.29517671	48.48	51.61	55.56	70.37	60.71	47.62	73.08	74.29	77.78	51.61	58.33	55.56	2
chr2.40044507	68.75	80.0	66.67	83.33	100.0	86.67	100.0	100.0	91.67	87.5	88.46	75.0	2
chr5.112359681	30.0	15.38	30.0	-1.0	-1.0	16.67	66.67	63.64	54.55	60.0	75.0	-1.0	2
chr3.126337648	0.0	0.0	0.0	0.0	13.33	0.0	92.86	100.0	86.96	0.0	0.0	0.0	2
chr14.68100212	100.0	100.0	-1.0	94.12	88.24	71.43	70.0	91.67	91.67	76.47	77.78	75.0	2
chr16.33668488	33.33	41.67	44.44	63.64	33.33	50.0	63.64	72.22	80.0	56.25	77.78	-1.0	2
chr17.32626352	55.0	-1.0	58.33	100.0	-1.0	70.0	81.25	75.0	77.78	87.5	93.75	-1.0	2
chr3.112207657	0.0	0.0	0.0	0.0	0.0	0.0	100.0	92.11	91.3	0.0	0.0	0.0	2
chr3.128065654	0.0	3.33	0.0	0.0	0.0	0.0	100.0	96.77	93.1	0.0	0.0	0.0	2
chr3.127731717	0.0	0.0	0.0	0.0	0.0	0.0	100.0	97.3	100.0	2.7	3.45	0.0	2
chr2.62399647	75.0	70.0	78.26	75.0	78.26	84.0	94.44	100.0	95.65	81.82	88.89	85.71	2
chr3.127885208	0.0	0.0	0.0	0.0	0.0	0.0	93.75	94.44	93.33	-1.0	0.0	0.0	2
chr18.10346001	75.0	75.0	81.25	86.67	80.0	90.0	95.45	100.0	96.3	78.57	94.74	84.21	2
chr3.101956759	0.0	0.0	0.0	0.0	0.0	0.0	91.67	95.24	75.0	0.0	2.44	0.0	2
chr3.123955249	0.0	0.0	0.0	0.0	0.0	0.0	100.0	98.0	100.0	4.55	0.0	0.0	2
chr12.98335207	55.0	60.0	58.33	82.35	64.71	41.67	85.71	82.61	81.82	63.64	71.43	77.27	2
chr3.121039547	0.0	0.0	0.0	0.0	0.0	0.0	66.67	83.87	85.71	0.0	0.0	0.0	2
chr16.90475602	71.43	69.23	76.0	83.33	93.33	92.31	90.91	95.45	92.86	66.67	81.82	86.67	2
chr3.109661007	0.0	-1.0	0.0	0.0	-1.0	0.0	100.0	90.91	93.75	4.35	0.0	0.0	2
chr3.107502373	-1.0	0.0	0.0	-1.0	10.0	0.0	100.0	100.0	96.0	0.0	0.0	0.0	2
chr3.127375757	0.0	0.0	0.0	0.0	0.0	0.0	95.83	85.29	100.0	0.0	3.45	0.0	2
chr3.103539134	0.0	0.0	0.0	0.0	0.0	0.0	82.61	94.74	84.21	5.0	0.0	0.0	2
chr3.104642777	0.0	0.0	0.0	0.0	0.0	4.0	85.71	90.91	87.8	0.0	0.0	0.0	2
chr3.110963795	0.0	0.0	0.0	0.0	0.0	0.0	96.43	82.76	95.65	0.0	0.0	0.0	2
chr19.46089179	50.0	50.0	47.37	66.67	70.83	72.73	76.47	81.25	55.0	75.0	61.9	-1.0	2
chr10.106138303	44.44	45.45	-1.0	40.0	68.75	37.5	76.47	72.22	70.59	82.35	41.67	47.62	2
chr2.63926560	60.0	56.52	52.38	-1.0	52.38	50.0	85.71	87.5	92.59	65.62	50.0	52.94	2
chr3.126603610	0.0	0.0	0.0	0.0	0.0	0.0	100.0	98.36	100.0	0.0	0.0	0.0	2
chr3.120306165	75.86	72.73	65.38	88.24	75.0	66.67	89.29	92.59	96.67	74.07	89.74	60.0	2
chr3.112713184	0.0	0.0	0.0	0.0	0.0	0.0	90.32	90.7	86.67	0.0	0.0	3.45	2
chr15.103802198	62.96	57.14	50.0	76.92	82.35	100.0	82.35	94.74	81.82	57.89	69.23	84.62	2
chr3.123159581	0.0	6.67	0.0	-1.0	0.0	0.0	100.0	93.33	84.21	0.0	0.0	0.0	2
chr3.124414229	0.0	0.0	0.0	0.0	0.0	0.0	57.14	60.0	57.14	0.0	0.0	5.88	2
chr3.129884317	0.0	0.0	0.0	0.0	0.0	0.0	100.0	97.37	93.75	0.0	0.0	0.0	2
chr3.126958723	0.0	0.0	0.0	0.0	0.0	0.0	95.0	97.44	95.45	0.0	0.0	0.0	2
chr3.126980897	-1.0	0.0	0.0	-1.0	0.0	-1.0	80.0	100.0	92.86	0.0	0.0	0.0	2
chr3.103586784	14.29	5.56	11.43	-1.0	16.67	17.65	92.86	100.0	100.0	16.0	16.67	12.0	2
chr3.127154065	0.0	-1.0	0.0	-1.0	0.0	0.0	78.95	100.0	89.47	0.0	0.0	0.0	2
chr3.123794404	0.0	0.0	0.0	0.0	0.0	0.0	80.95	95.0	89.29	0.0	0.0	0.0	2
chr3.110281798	0.0	0.0	0.0	0.0	0.0	0.0	72.22	79.41	90.0	0.0	0.0	0.0	2
chr3.127230434	0.0	0.0	0.0	0.0	0.0	0.0	66.67	88.89	82.14	0.0	0.0	0.0	2
chr19.45198298	72.41	75.0	76.0	78.57	65.79	73.91	92.86	92.59	100.0	80.0	80.65	94.74	2
chr3.127763684	58.82	59.26	52.78	35.0	62.5	56.0	96.43	95.56	92.68	67.74	53.85	62.86	2
chr3.117554653	0.0	0.0	0.0	0.0	0.0	4.35	90.91	88.57	90.32	0.0	8.0	0.0	2
chr4.35228547	54.55	50.0	-1.0	-1.0	60.0	70.59	85.71	78.57	90.91	84.62	84.62	-1.0	2
chr3.110126996	0.0	0.0	0.0	0.0	-1.0	-1.0	92.31	100.0	95.83	0.0	0.0	-1.0	2
chr3.129870584	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	94.12	0.0	4.76	4.55	2
chr2.178799294	56.52	47.83	55.88	68.0	70.83	45.83	75.0	79.49	86.21	53.33	78.95	63.64	2
chr6.44468810	75.0	72.73	-1.0	-1.0	90.0	81.82	100.0	100.0	92.31	-1.0	-1.0	-1.0	2
chr7.131800857	78.57	-1.0	78.57	100.0	100.0	-1.0	61.54	62.5	78.57	-1.0	85.71	-1.0	2
chr12.109495879	80.0	72.73	72.22	90.91	90.91	93.33	100.0	100.0	94.12	100.0	-1.0	100.0	2
chr4.35496233	71.43	70.37	68.42	83.33	63.64	70.59	88.89	91.67	93.75	73.33	71.79	73.68	2
chr6.92437305	27.27	30.0	20.0	26.67	-1.0	50.0	25.0	40.0	40.0	50.0	-1.0	47.06	2
chr3.126580913	0.0	0.0	0.0	0.0	4.17	0.0	88.89	86.67	100.0	0.0	0.0	0.0	2
chr8.31089125	60.0	64.71	53.85	68.75	76.47	83.33	82.35	76.19	85.19	72.0	60.71	62.96	2
chr9.54472996	38.46	-1.0	43.75	72.73	57.89	50.0	85.71	81.82	90.0	86.67	94.74	-1.0	2
chr3.100272138	58.82	60.0	53.33	54.55	61.54	34.78	72.22	78.57	82.35	70.83	61.54	62.5	2
chr5.51585341	5.56	13.04	3.45	20.0	27.59	5.88	33.33	38.1	46.67	4.35	12.5	18.52	2
chr3.123955223	0.0	3.03	0.0	0.0	0.0	0.0	96.0	95.83	81.08	0.0	0.0	4.0	2
chr14.94531207	89.47	80.0	90.91	80.0	73.91	78.57	95.45	94.44	95.0	60.0	65.22	66.67	2
chr3.120879612	0.0	0.0	0.0	-1.0	0.0	0.0	93.33	94.12	90.0	0.0	0.0	0.0	2
chr13.7431236	74.29	69.23	66.67	73.33	78.95	88.0	84.38	94.87	93.1	69.23	76.32	80.77	2
chr3.123101112	0.0	0.0	0.0	0.0	0.0	0.0	77.78	85.71	93.75	0.0	10.0	0.0	2
chr6.10160921	53.85	66.67	68.75	72.22	57.89	76.19	100.0	90.0	88.0	80.0	94.74	69.57	2
chr3.129884730	6.67	0.0	0.0	-1.0	0.0	0.0	86.96	96.77	100.0	0.0	0.0	0.0	2
chr15.15156584	73.33	72.22	73.33	88.24	72.73	73.33	90.91	94.74	94.74	81.48	82.61	72.22	2
chr3.126376101	0.0	0.0	0.0	0.0	0.0	0.0	78.57	89.66	83.33	-1.0	-1.0	0.0	2
chr3.119917705	0.0	2.94	0.0	0.0	0.0	0.0	95.83	100.0	92.5	4.35	0.0	0.0	2
chr11.59098824	62.16	57.14	53.85	66.67	58.97	56.25	84.78	84.38	91.43	53.33	67.74	73.33	2
chr3.22723204	-1.0	72.73	70.0	-1.0	-1.0	80.0	93.75	91.67	90.91	100.0	-1.0	81.82	2
chr9.75993776	0.0	0.0	-1.0	-1.0	92.86	57.89	81.82	-1.0	81.25	23.08	0.0	0.0	2
chr3.112251984	3.23	0.0	0.0	0.0	0.0	0.0	93.55	90.62	92.31	0.0	0.0	0.0	2
chr3.127759852	0.0	0.0	0.0	0.0	0.0	0.0	94.12	93.75	90.0	0.0	0.0	3.12	2
chr5.27201319	52.63	59.09	70.0	81.82	75.0	50.0	100.0	84.62	93.75	64.29	70.83	83.33	2
chr15.61139804	83.33	75.0	73.68	81.82	91.67	83.33	92.86	100.0	100.0	100.0	86.96	85.0	2
chr3.118229420	0.0	0.0	0.0	0.0	4.0	0.0	100.0	100.0	100.0	0.0	0.0	0.0	2
chr6.136010591	23.53	10.0	12.12	50.0	57.69	48.0	47.37	54.55	51.85	19.23	8.57	9.09	2
chr3.127617140	0.0	-1.0	0.0	-1.0	0.0	-1.0	-1.0	100.0	100.0	0.0	0.0	0.0	2
chr16.38440363	64.29	63.16	68.75	62.5	63.16	65.22	83.33	83.33	90.0	73.33	76.47	56.0	2
chr12.100398026	76.92	-1.0	72.73	-1.0	100.0	-1.0	100.0	92.31	100.0	100.0	87.5	-1.0	2
chr5.27284763	83.33	93.33	90.0	60.0	55.0	64.71	88.89	80.0	90.91	76.47	93.75	-1.0	2
chr11.76085496	64.71	64.29	58.33	81.82	81.25	83.33	91.67	86.67	93.33	94.44	95.24	-1.0	2
chr9.74573950	0.0	0.0	-1.0	-1.0	75.0	36.36	-1.0	70.0	71.43	72.22	0.0	0.0	2
chr3.118104179	0.0	0.0	0.0	0.0	0.0	0.0	71.43	69.57	66.67	0.0	0.0	0.0	2
chr3.127967855	0.0	0.0	0.0	0.0	0.0	0.0	93.75	96.43	93.75	0.0	0.0	0.0	2
chr3.126503486	-1.0	0.0	0.0	0.0	0.0	10.0	92.31	100.0	95.45	0.0	0.0	-1.0	2
chr3.124602293	0.0	0.0	0.0	0.0	0.0	0.0	91.67	100.0	91.67	0.0	0.0	0.0	2
chr3.116843016	0.0	0.0	6.67	0.0	0.0	0.0	100.0	100.0	97.22	16.67	5.0	0.0	2
chr2.152953681	69.57	60.0	71.43	91.3	73.91	81.25	94.44	93.1	83.78	78.26	76.19	53.33	2
chr3.118040709	0.0	0.0	0.0	0.0	0.0	0.0	88.89	94.29	100.0	0.0	0.0	0.0	2
chr13.49954665	67.57	76.47	64.71	75.76	79.31	64.0	91.3	97.22	94.74	76.0	78.26	86.21	2
chr11.11206138	76.19	70.0	69.57	75.0	84.0	85.71	95.24	92.31	94.44	91.18	87.88	77.27	2
chr15.4944049	50.0	52.94	42.86	46.67	69.23	48.0	71.43	68.18	72.73	48.0	48.0	61.54	2
chr3.117553874	0.0	0.0	0.0	0.0	2.78	0.0	83.87	74.19	87.88	0.0	0.0	3.57	2
chr16.62501047	68.42	-1.0	66.67	92.31	90.0	90.91	91.67	88.24	91.67	100.0	92.86	-1.0	2
chr3.127846866	8.33	0.0	0.0	0.0	0.0	-1.0	100.0	93.75	100.0	0.0	0.0	0.0	2
chr9.47164991	66.67	72.73	72.41	68.97	67.74	66.67	89.47	95.12	87.5	74.19	88.0	79.17	2
chr13.73039303	50.0	50.0	-1.0	75.0	58.82	-1.0	75.0	75.0	-1.0	-1.0	73.68	-1.0	2
chr3.127120466	0.0	0.0	0.0	4.0	3.23	0.0	100.0	100.0	100.0	0.0	0.0	0.0	2
chr7.5150781	42.86	-1.0	40.0	62.5	60.0	72.22	73.33	75.0	62.5	68.75	-1.0	72.22	2
chr13.23056041	68.75	66.67	73.33	68.0	77.78	84.21	90.91	92.59	86.96	83.33	75.0	83.33	2
chr3.116983584	0.0	0.0	0.0	0.0	0.0	0.0	92.86	88.0	100.0	4.35	0.0	4.35	2
chr3.126941274	0.0	0.0	0.0	0.0	0.0	0.0	93.1	90.48	93.75	2.94	0.0	0.0	2
chr10.17835508	68.18	71.43	72.22	84.21	80.77	78.95	95.0	96.77	88.89	84.62	95.0	73.33	2
chr9.87929722	44.12	32.0	31.43	83.87	55.26	36.84	70.83	63.33	57.14	47.06	48.84	48.48	2
chr3.104724141	0.0	0.0	0.0	0.0	0.0	0.0	88.89	95.24	82.35	0.0	0.0	0.0	2
chr8.4717069	60.0	54.55	63.64	64.29	81.25	61.11	80.0	85.0	91.67	60.0	85.71	78.57	2
chr5.36827653	60.0	54.55	-1.0	-1.0	-1.0	72.73	93.33	100.0	100.0	100.0	-1.0	85.0	2
chr12.18391295	48.65	58.33	53.57	69.57	59.26	59.26	75.0	80.56	73.08	70.37	43.24	60.0	2
chr3.101955178	5.26	0.0	0.0	0.0	0.0	-1.0	94.44	81.25	96.0	0.0	0.0	0.0	2
chr3.130839763	0.0	0.0	0.0	0.0	0.0	0.0	88.89	95.0	100.0	0.0	0.0	5.0	2
chr2.145572388	77.78	72.73	70.59	76.92	69.57	81.82	95.24	100.0	100.0	75.0	93.75	93.33	2
chr17.51322589	92.86	89.47	82.14	86.67	85.0	85.71	78.57	95.0	89.19	66.67	60.0	71.43	2
chr3.112394311	0.0	0.0	0.0	0.0	0.0	0.0	92.11	96.88	91.89	2.56	0.0	0.0	2
chr3.125944836	0.0	0.0	0.0	0.0	0.0	0.0	93.33	96.3	100.0	0.0	5.56	0.0	2
chr7.140547647	71.43	72.73	66.67	100.0	70.59	-1.0	-1.0	100.0	100.0	-1.0	100.0	63.64	2
chr5.50412032	75.0	76.92	69.23	80.0	92.86	-1.0	100.0	90.48	95.45	94.12	95.65	-1.0	2
chr14.62310112	66.67	58.33	68.75	61.54	68.75	78.57	84.62	82.35	92.31	54.55	85.71	84.62	2
chr3.126958548	0.0	0.0	0.0	0.0	0.0	4.0	100.0	97.06	97.14	5.56	0.0	0.0	2
chr1.166760921	77.78	75.0	73.33	90.91	85.19	88.0	95.24	100.0	100.0	80.0	92.59	87.5	2
chr3.125095806	0.0	0.0	0.0	0.0	0.0	0.0	100.0	97.5	96.77	0.0	0.0	0.0	2
chr3.121754692	15.38	15.38	18.18	16.67	12.5	40.91	100.0	100.0	95.0	36.0	35.71	42.86	2
chr3.127453606	0.0	0.0	0.0	0.0	0.0	0.0	96.15	93.33	91.43	0.0	0.0	0.0	2
chr6.14049839	31.25	41.67	38.46	42.86	36.36	52.94	72.41	65.52	76.92	30.77	66.67	58.33	2
chr3.130092283	0.0	-1.0	0.0	0.0	0.0	0.0	87.5	87.5	96.77	0.0	0.0	0.0	2
chr3.85696203	76.47	70.0	78.95	94.74	78.95	89.47	92.86	94.74	100.0	-1.0	91.3	88.89	2
chr3.122315216	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	97.67	0.0	1.92	0.0	2
chr5.51228142	58.33	48.28	53.57	50.0	52.5	75.0	88.0	80.0	73.08	59.26	69.44	72.73	2
chr3.122343095	0.0	0.0	0.0	0.0	0.0	6.25	81.82	100.0	100.0	0.0	0.0	0.0	2
chr3.129866109	0.0	0.0	0.0	0.0	0.0	4.35	85.19	94.12	94.87	0.0	0.0	0.0	2
chr3.104599014	18.75	7.69	19.05	27.27	-1.0	26.67	62.5	71.43	73.91	15.38	28.57	0.0	2
chrX.52526752	70.59	53.85	62.5	89.47	83.33	66.67	80.0	78.95	77.78	-1.0	94.44	100.0	2
chr3.123094137	0.0	0.0	0.0	5.0	0.0	0.0	100.0	100.0	95.83	0.0	0.0	0.0	2
chr3.114075786	0.0	0.0	0.0	0.0	2.22	0.0	100.0	97.37	97.5	0.0	0.0	0.0	2
chr3.102280080	3.85	0.0	0.0	0.0	0.0	0.0	100.0	94.29	96.15	0.0	3.23	0.0	2
chr2.99608018	50.0	50.0	58.82	76.92	70.59	53.85	85.71	80.95	76.92	60.0	78.57	-1.0	2
chr3.116623920	0.0	0.0	0.0	0.0	0.0	0.0	96.77	95.0	89.47	0.0	3.33	0.0	2
chr9.35371947	42.86	-1.0	40.0	-1.0	-1.0	80.0	100.0	73.33	81.82	-1.0	70.0	66.67	2
chr3.128651930	0.0	-1.0	0.0	0.0	0.0	0.0	100.0	94.74	94.74	0.0	0.0	0.0	2
chr16.57054611	57.89	65.96	56.76	72.73	70.0	54.84	78.0	84.91	82.98	71.43	72.92	57.89	2
chr3.129409704	0.0	0.0	0.0	0.0	0.0	0.0	94.12	97.3	96.55	0.0	0.0	0.0	2
chr8.112303879	67.86	61.9	58.06	66.67	74.07	58.33	94.74	84.62	83.33	72.41	82.5	76.19	2
chr12.10368649	56.0	52.0	60.87	83.33	66.67	62.5	85.0	75.86	83.33	83.87	59.26	70.83	2
chr3.130561400	58.82	55.17	54.55	60.0	90.48	70.59	94.12	97.06	96.15	75.86	84.85	68.97	2
chr3.130898220	0.0	0.0	0.0	0.0	0.0	7.69	91.3	88.89	92.0	0.0	0.0	0.0	2
chr17.48255225	65.0	64.29	68.18	64.29	76.19	81.82	92.31	88.24	90.0	71.43	81.25	73.68	2
chr9.67550577	29.17	41.67	32.14	50.0	52.94	33.33	65.0	69.23	76.47	44.83	35.71	40.74	2
chr3.111140841	0.0	0.0	0.0	0.0	0.0	0.0	80.0	87.5	87.5	6.67	4.17	0.0	2
chr3.130003295	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	0.0	0.0	7.14	2
chr14.105591075	52.94	45.45	50.0	83.33	57.89	62.5	76.47	68.18	70.0	79.31	100.0	-1.0	2
chr3.127033308	0.0	0.0	0.0	0.0	0.0	0.0	91.43	89.47	89.47	0.0	0.0	0.0	2
chr10.9262680	55.56	64.29	60.0	68.75	75.0	90.0	76.47	82.76	81.82	60.87	62.5	84.21	2
chr3.129851122	0.0	5.88	0.0	0.0	0.0	15.38	86.11	85.71	66.67	0.0	0.0	0.0	2
chr3.80162312	71.43	78.57	80.77	80.0	86.21	95.65	100.0	100.0	93.75	93.75	85.71	92.31	2
chr10.39890566	88.0	96.43	89.66	53.12	48.98	43.75	100.0	100.0	94.29	38.24	64.29	45.0	2
chr3.109973761	0.0	0.0	0.0	0.0	0.0	0.0	96.43	95.83	95.45	0.0	4.76	0.0	2
chr3.127008529	0.0	0.0	0.0	3.57	0.0	0.0	93.75	100.0	93.55	4.17	0.0	3.57	2
chr3.126563132	0.0	0.0	0.0	0.0	3.7	0.0	94.44	92.0	100.0	0.0	0.0	0.0	2
chr13.34355175	52.94	46.67	56.25	56.25	55.0	-1.0	71.43	73.68	69.23	80.0	-1.0	75.0	2
chr15.86679867	56.52	52.94	42.11	70.59	60.0	-1.0	60.0	71.43	76.92	-1.0	85.71	81.25	2
chr3.103718949	0.0	0.0	-1.0	-1.0	0.0	0.0	92.31	68.42	94.12	5.26	0.0	0.0	2
chr3.127430407	0.0	0.0	4.35	0.0	0.0	0.0	82.35	94.87	93.1	6.67	0.0	0.0	2
chr7.46439571	70.0	-1.0	70.0	-1.0	81.82	-1.0	-1.0	100.0	100.0	-1.0	92.31	-1.0	2
chr2.62457871	37.5	33.33	31.25	46.67	31.11	31.71	52.78	59.18	53.85	48.57	42.86	41.18	2
chr5.64675228	11.76	16.67	10.0	21.43	13.33	-1.0	60.0	76.92	56.25	73.68	65.0	-1.0	2
chr3.127464984	0.0	4.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	3.57	0.0	3.57	2
chr3.112711519	0.0	0.0	0.0	0.0	0.0	0.0	86.67	85.71	68.18	0.0	3.23	4.35	2
chr3.129828191	0.0	0.0	0.0	0.0	0.0	0.0	100.0	97.78	100.0	0.0	0.0	0.0	2
chr3.126732904	0.0	-1.0	0.0	-1.0	-1.0	0.0	100.0	90.0	100.0	0.0	-1.0	-1.0	2
chr3.120328151	0.0	0.0	0.0	-1.0	0.0	0.0	94.74	100.0	95.24	0.0	0.0	0.0	2
chr3.126227717	0.0	0.0	0.0	0.0	0.0	0.0	100.0	73.33	91.67	0.0	0.0	0.0	2
chr3.127962488	-1.0	0.0	0.0	-1.0	0.0	0.0	94.12	84.62	91.67	0.0	0.0	0.0	2
chr16.19356794	71.05	70.27	73.68	79.49	80.33	63.64	96.3	92.0	91.18	88.24	94.44	70.97	2
chr3.112801615	0.0	0.0	0.0	0.0	0.0	3.57	63.64	66.67	58.62	0.0	0.0	0.0	2
chr3.8997869	76.19	71.43	82.35	93.33	92.31	82.14	100.0	100.0	94.44	86.67	76.19	81.82	2
chr3.129815878	0.0	0.0	0.0	0.0	3.03	4.76	96.15	100.0	90.91	0.0	3.23	0.0	2
chr12.12709027	-1.0	80.0	80.0	-1.0	91.67	-1.0	100.0	100.0	100.0	-1.0	91.67	-1.0	2
chr3.102117215	0.0	-1.0	5.88	-1.0	-1.0	7.14	100.0	100.0	75.0	0.0	12.12	16.67	2
chr13.119608980	61.82	57.63	53.52	58.72	66.15	61.38	90.91	95.35	87.5	56.82	60.24	65.81	2
chr3.122800891	2.63	0.0	0.0	0.0	0.0	0.0	96.88	97.3	100.0	0.0	0.0	0.0	2
chr9.80967616	0.0	0.0	18.18	52.94	71.43	-1.0	88.24	61.11	100.0	45.45	0.0	0.0	2
chr2.89998443	66.67	64.71	75.0	85.71	86.36	80.0	92.86	86.36	90.32	77.78	80.0	77.42	2
chr16.61723915	53.33	41.18	36.36	66.67	70.59	76.92	78.57	72.73	82.35	69.23	55.56	64.0	2
chr3.121546837	0.0	4.35	0.0	0.0	0.0	0.0	50.0	66.67	48.0	4.76	4.55	0.0	2
chr3.122332026	0.0	0.0	0.0	0.0	0.0	0.0	73.33	89.29	89.29	4.76	0.0	0.0	2
chr3.127754304	0.0	0.0	0.0	0.0	0.0	0.0	100.0	92.86	100.0	-1.0	5.56	0.0	2
chr3.126595376	0.0	0.0	0.0	0.0	0.0	0.0	74.07	91.3	86.27	0.0	0.0	0.0	2
chr2.136511929	23.81	16.67	7.69	0.0	11.76	25.0	46.67	50.0	53.85	25.0	42.11	27.27	2
chr3.127869472	0.0	0.0	0.0	2.86	0.0	0.0	94.29	92.31	93.02	0.0	0.0	0.0	2
chr10.40637103	68.42	64.71	63.16	58.33	77.78	54.55	88.24	92.0	95.45	58.33	88.89	78.57	2
chr9.109420533	63.46	73.53	74.47	67.5	75.68	78.79	92.0	100.0	90.0	68.57	65.52	73.53	2
chr10.127177334	18.18	17.65	9.09	30.0	6.67	8.33	46.15	42.86	36.36	35.71	25.0	-1.0	2
chr2.107463185	62.5	70.59	63.16	73.68	64.29	76.47	85.71	89.47	85.71	69.57	94.12	50.0	2
chr6.122270226	47.06	25.0	42.86	45.45	33.33	47.83	93.75	72.73	94.74	-1.0	100.0	84.85	2
chr7.29729601	33.33	42.86	33.33	61.54	67.86	54.55	73.68	68.75	75.0	47.37	75.0	40.0	2
chr13.3854300	30.77	33.33	40.0	53.85	68.75	80.0	76.92	61.9	62.5	68.75	75.0	-1.0	2
chr4.45700965	72.0	78.95	78.95	93.33	72.73	87.5	93.75	96.15	100.0	92.0	84.0	90.0	2
chr6.125794638	41.67	47.06	50.0	62.5	56.52	59.09	70.0	78.57	84.21	67.86	61.29	54.55	2
chr3.112351131	0.0	0.0	0.0	0.0	0.0	0.0	89.47	89.74	77.78	0.0	3.33	0.0	2
chr3.130411609	0.0	0.0	0.0	0.0	0.0	0.0	92.31	97.3	97.14	0.0	0.0	0.0	2
chr3.128240539	0.0	0.0	5.88	0.0	0.0	0.0	43.75	50.0	50.0	0.0	0.0	0.0	2
chr3.103195778	0.0	0.0	0.0	0.0	0.0	0.0	94.44	100.0	100.0	-1.0	0.0	-1.0	2
chr3.127975641	0.0	0.0	0.0	0.0	0.0	0.0	95.45	100.0	92.59	0.0	0.0	0.0	2
chr18.41852292	10.0	-1.0	9.09	-1.0	27.27	50.0	52.94	54.55	46.67	11.11	26.67	53.85	2
chr3.103439759	0.0	0.0	0.0	0.0	0.0	0.0	88.0	69.23	80.0	0.0	0.0	0.0	2
chr3.117021779	0.0	0.0	0.0	4.17	0.0	0.0	94.74	97.22	100.0	0.0	0.0	0.0	2
chr11.43010812	70.0	64.71	68.75	72.73	81.25	62.5	88.89	96.15	92.31	84.0	78.26	85.0	2
chr3.123661166	0.0	3.23	0.0	0.0	0.0	0.0	84.62	92.86	84.0	0.0	0.0	0.0	2
chr9.42611237	-1.0	72.73	75.0	-1.0	-1.0	92.31	100.0	91.67	100.0	-1.0	90.91	89.47	2
chr3.120500719	0.0	-1.0	0.0	0.0	0.0	0.0	100.0	86.96	90.0	0.0	0.0	0.0	2
chr2.104276332	52.94	60.0	52.17	63.64	95.0	61.11	75.0	76.19	81.25	75.0	60.0	63.16	2
chr2.85725691	50.0	-1.0	54.55	63.16	60.0	-1.0	80.0	76.92	73.33	66.67	46.67	50.0	2
chr16.46642678	53.85	58.33	63.16	90.91	92.86	-1.0	76.92	88.89	83.33	81.25	-1.0	-1.0	2
chr3.127905550	0.0	0.0	0.0	0.0	0.0	3.7	91.67	85.0	80.65	0.0	2.17	0.0	2
chr1.60930733	78.57	75.0	-1.0	100.0	94.12	100.0	93.75	90.0	95.83	100.0	100.0	-1.0	2
chrX.118491737	70.0	76.19	72.73	50.0	46.15	-1.0	61.11	94.12	100.0	-1.0	83.33	-1.0	2
chr3.128180179	0.0	0.0	0.0	-1.0	-1.0	0.0	100.0	93.33	88.24	15.79	0.0	15.38	2
chr3.130339843	0.0	0.0	0.0	0.0	0.0	0.0	91.67	94.12	92.59	4.17	0.0	0.0	2
chr12.67471222	76.92	-1.0	76.92	-1.0	-1.0	100.0	100.0	100.0	94.44	85.71	90.0	-1.0	2
